Hugo_Symbol,n
MPPE1,5
MRGPRX2,5
MRGPRX3,5
MRPL20,5
MRPL40,5
MRPL46,5
MRPL49,5
MRPS2,5
MS4A2,5
MS4A4A,5
MS4A8,5
MSI1,5
MSI2,5
MSLNL,5
MSX1,5
MTA3,5
MTG2,5
MTMR6,5
MTNR1B,5
MTPAP,5
MTSS1L,5
MUC21,5
MUC5AC,5
MUT,5
MUTYH,5
MXD1,5
MYBL2,5
MYBPH,5
MYO19,5
MYSM1,5
N4BP3,5
NAA11,5
NAA35,5
NAE1,5
NANOG,5
NAT9,5
NBPF3,5
NBR1,5
NCAPG,5
NCBP2,5
NCEH1,5
NCF4,5
NCK2,5
NCOA4,5
NCR1,5
NCR2,5
NDC80,5
NDN,5
NDRG2,5
NDST2,5
NDUFA10,5
NDUFAF7,5
NDUFS1,5
NDUFS5,5
NEFL,5
NEIL1,5
NEUROD4,5
NFATC1,5
NFIC,5
NFXL1,5
NFYB,5
NFYC,5
NGFR,5
NGFRAP1,5
NGLY1,5
NINJ2,5
NIPAL1,5
NIPAL3,5
NISCH,5
NKD2,5
NMBR,5
NME8,5
NOL9,5
NOP14,5
NPAS1,5
NPEPL1,5
NPVF,5
NR1H2,5
NR2E1,5
NR3C1,5
NR4A2,5
NR6A1,5
NRF1,5
NSF,5
NSUN2,5
NSUN7,5
NT5C3A,5
NTHL1,5
NUGGC,5
NUP50,5
NUP88,5
NUTM2G,5
NXPE2,5
NXPE3,5
NXPE4,5
NYAP2,5
OBFC1,5
ODAM,5
ODF2L,5
OFCC1,5
OGFRL1,5
OGN,5
OLFM4,5
OLFML2A,5
OLR1,5
OR10A7,5
OR10C1,5
OR10G8,5
OR11G2,5
OR11H1,5
OR13J1,5
OR1A2,5
OR1E2,5
OR1J2,5
OR1S1,5
OR2B3,5
OR2B6,5
OR2F1,5
OR2J2,5
OR2M2,5
OR2M5,5
OR2T11,5
OR2T8,5
OR4C46,5
OR4F15,5
OR4F6,5
OR4K13,5
OR4K15,5
OR4K5,5
OR4L1,5
OR4Q3,5
OR4S1,5
OR4X1,5
OR51A7,5
OR51B4,5
OR51F2,5
OR52E4,5
OR52I2,5
OR56A1,5
OR56A4,5
OR5B17,5
OR5J2,5
OR5M8,5
OR5V1,5
OR5W2,5
OR6C1,5
OR6C76,5
OR6T1,5
OR7A5,5
OR8B12,5
OR8B2,5
OR8D4,5
OR8J1,5
ORC3,5
OSBPL2,5
OSR1,5
OTOG,5
OTOP3,5
OTUD5,5
OTUD6B,5
P2RX3,5
P2RY4,5
P2RY8,5
P4HA3,5
PAAF1,5
PABPC1,5
PABPC1L,5
PABPC4,5
PACSIN3,5
PAGE2,5
PAGE5,5
PAH,5
PAK1,5
PAK4,5
PANK1,5
PANK3,5
PANX3,5
PAPOLA,5
PAPOLB,5
PAPSS2,5
PAQR3,5
PARP16,5
PATL2,5
PCCB,5
PCDH7,5
PCDHA14,5
PCDP1,5
PCSK7,5
PCYT1A,5
PDCD10,5
PDCD6,5
PDCD6IP,5
PDE12,5
PDE4A,5
PDE8A,5
PDE9A,5
PDHX,5
PDIA3,5
PDIA6,5
PDIK1L,5
PDZD8,5
PEA15,5
PELI1,5
PERP,5
PFDN1,5
PFKFB3,5
PGBD2,5
PGD,5
PGLYRP2,5
PHF14,5
PHF19,5
PHF21A,5
PHF6,5
PHYKPL,5
PIBF1,5
PICALM,5
PIGB,5
PIGO,5
PIGS,5
PIK3R2,5
PIK3R6,5
PILRB,5
PIM2,5
PIP5K1C,5
PISD,5
PKIG,5
PKM,5
PKN1,5
PLA2G7,5
PLD2,5
PLEKHD1,5
PLEKHF2,5
PLEKHG3,5
PLEKHS1,5
PLXDC2,5
PNCK,5
PNLIPRP2,5
PNMAL2,5
PNPLA1,5
PNPLA8,5
POC5,5
POFUT1,5
POGLUT1,5
POLE2,5
POLK,5
POLN,5
POLR2J,5
POLR3F,5
POMK,5
POMT1,5
POMZP3,5
POU5F1B,5
PPAPDC1B,5
PPARD,5
PPARG,5
PPAT,5
PPID,5
PPIL4,5
PPM1M,5
PPP2CA,5
PPP2R2A,5
PPP3R2,5
PPT2,5
PQLC2,5
PRB3,5
PRCC,5
PRDM11,5
PRDM6,5
PRIMPOL,5
PRKAR2B,5
PRKCD,5
PRKRA,5
PRPF19,5
PRPF38A,5
PRR23B,5
PRR5L,5
PRSS21,5
PRSS36,5
PRSS37,5
PRSS38,5
PSG10P,5
PSG5,5
PSMA5,5
PSMB5,5
PSMC3,5
PSMC5,5
PSMD11,5
PSMD12,5
PSMD5,5
PSMD6,5
PSTPIP1,5
PTENP1,5
PTGER4,5
PTGS1,5
PTH2R,5
PTN,5
PTOV1,5
PTP4A2,5
PTPLA,5
PTPN1,5
PTPN11,5
PTPN18,5
PUS1,5
PVR,5
PVRL1,5
PYGL,5
PYROXD2,5
QRICH1,5
RAB14,5
RAB23,5
RAB37,5
RAB39B,5
RAB3A,5
RAB3C,5
RAB40AL,5
RAB7L1,5
RABGGTB,5
RABL2B,5
RAD17,5
RAD51,5
RAD51B,5
RAE1,5
RAG2,5
RALB,5
RALBP1,5
RANBP3L,5
RANGAP1,5
RARS,5
RARS2,5
RASA2,5
RASSF4,5
RBFOX3,5
RBKS,5
RBL2,5
RBM14,5
RBM20,5
RBMX,5
RBP1,5
RBPJ,5
RCAN3,5
RCC2,5
RCOR1,5
RCOR2,5
RCVRN,5
RDH11,5
RECQL,5
REEP3,5
REG1B,5
REG3G,5
REL,5
RELB,5
REPS1,5
RESP18,5
RFC4,5
RFPL1,5
RFWD2,5
RFXANK,5
RGL4,5
RGMA,5
RGS16,5
RHCG,5
RHNO1,5
RHOBTB1,5
RHOC,5
RHOQ,5
RIMKLB,5
RIMS3,5
RIN1,5
RINT1,5
RLN2,5
RMDN3,5
RNF130,5
RNF135,5
RNF138,5
RNF146,5
RNF170,5
RNF2,5
RNF217,5
RNMTL1,5
RNPC3,5
RNPEP,5
RNU11,5
RP11-1220K2.2,5
RP11-193H5.2,5
RP11-252A24.2,5
RP11-315I20.1,5
RP11-96C23.11,5
RPL17,5
RPL19,5
RPP30,5
RPUSD3,5
RRAGD,5
RRM2,5
RRN3P1,5
RRNAD1,5
RRP1B,5
RSBN1L,5
RSPO2,5
RTN4IP1,5
RUFY4,5
RXFP3,5
SAG,5
SAMSN1,5
SAP25,5
SARS2,5
SART1,5
SCAMP3,5
SCCPDH,5
SCGB2A2,5
SCN2B,5
SDAD1,5
SDC2,5
SDC3,5
SDE2,5
SDHA,5
SDHAP1,5
SEC13,5
SEC14L3,5
SEC63,5
SEL1L,5
SELO,5
SEMA3F,5
SEMA7A,5
SEPT1,5
SEPT14,5
SEPT2,5
SERINC1,5
SERPINA5,5
SERPINB12,5
SERPINB4,5
SERPIND1,5
SERTAD3,5
SETD4,5
SETD8,5
SETMAR,5
SF3A1,5
SFXN3,5
SFXN5,5
SGK3,5
SGMS1,5
SGSH,5
SH2B3,5
SH2D3A,5
SH2D3C,5
SH3BGRL,5
SH3BP1,5
SH3TC2,5
SHC4,5
SHD,5
SHISA6,5
SHISA7,5
SHMT1,5
SHOX2,5
SHQ1,5
SIGLEC17P,5
SIK1,5
SIPA1,5
SIRT1,5
SIRT6,5
SKP1,5
SKP2,5
SLAMF9,5
SLC10A1,5
SLC10A6,5
SLC12A4,5
SLC12A7,5
SLC14A2,5
SLC16A10,5
SLC16A9,5
SLC18B1,5
SLC22A18,5
SLC25A2,5
SLC25A3,5
SLC25A31,5
SLC25A32,5
SLC26A11,5
SLC26A6,5
SLC29A3,5
SLC29A4,5
SLC2A11,5
SLC2A14,5
SLC2A4,5
SLC2A6,5
SLC34A1,5
SLC35A1,5
SLC35A2,5
SLC35B3,5
SLC35E1,5
SLC35F5,5
SLC37A3,5
SLC37A4,5
SLC38A5,5
SLC39A10,5
SLC41A3,5
SLC43A2,5
SLC43A3,5
SLC4A1AP,5
SLC5A10,5
SLC5A11,5
SLC5A2,5
SLC6A12,5
SLC6A18,5
SLC6A2,5
SLC6A20,5
SLC7A13,5
SLC7A5,5
SLC7A6OS,5
SLC7A7,5
SLC8A2,5
SLC9A7P1,5
SMAD1,5
SMARCD2,5
SMCO1,5
SMPD1,5
SMPD3,5
SMTNL2,5
SMYD5,5
SNAI2,5
SNAI3,5
SNAP29,5
SNF8,5
SNRPA,5
SNRPB,5
SNRPC,5
SNX15,5
SNX19,5
SNX3,5
SNX32,5
SOCS7,5
SORBS3,5
SORD,5
SOX3,5
SP2,5
SP6,5
SP7,5
SPACA7,5
SPAST,5
SPATA20,5
SPATA31D4,5
SPDYE1,5
SPIB,5
SPIN1,5
SPOPL,5
SPP2,5
SPRR3,5
SPTLC2,5
SPTLC3,5
SQRDL,5
SRCRB4D,5
SRD5A2,5
SRL,5
SRPRB,5
SRPX,5
SSR2,5
SSTR3,5
SSTR5,5
SSUH2,5
SSX1,5
SSX3,5
ST3GAL1,5
ST3GAL6,5
ST6GALNAC2,5
ST8SIA3,5
STAG3L2,5
STAR,5
STARD10,5
STARD3,5
STARD4,5
STARD7,5
STEAP1,5
STK17B,5
STK38,5
STK4,5
STRN,5
STRN4,5
STT3B,5
STX3,5
STX5,5
SULT1E1,5
SUN2,5
SV2B,5
SWI5,5
SYK,5
SYNGR4,5
SYT1,5
SYT10,5
SYT3,5
SYTL5,5
SZRD1,5
TAAR1,5
TAAR5,5
TAAR9,5
TADA1,5
TAS1R1,5
TAS2R10,5
TAS2R19,5
TAT,5
TAX1BP1,5
TBC1D12,5
TBC1D16,5
TBC1D19,5
TBC1D24,5
TBC1D28,5
TBC1D3P2,5
TBCCD1,5
TBCK,5
TBKBP1,5
TCEANC,5
TCF3,5
TCFL5,5
TCL6,5
TCN1,5
TCOF1,5
TCP11,5
TCTE1,5
TCTN3,5
TECRL,5
TEKT4P2,5
TERF1,5
TERF2IP,5
TESC,5
TEX10,5
TEX101,5
TEX26,5
TEX35,5
TFAP2C,5
TFCP2L1,5
TFDP2,5
TFEC,5
TGM5,5
THNSL1,5
THOC5,5
THRB,5
TIGIT,5
TIMMDC1,5
TJP2,5
TLE4,5
TLL2,5
TLR1,5
TM7SF2,5
TMED10,5
TMED8,5
TMEFF1,5
TMEFF2,5
TMEM106C,5
TMEM108,5
TMEM120B,5
TMEM136,5
TMEM138,5
TMEM161A,5
TMEM200A,5
TMEM200C,5
TMEM209,5
TMEM234,5
TMEM255A,5
TMEM26,5
TMEM38A,5
TMEM39A,5
TMEM5,5
TMEM63A,5
TMEM64,5
TMEM71,5
TMEM74B,5
TMEM8B,5
TMOD1,5
TMPO,5
TMPRSS3,5
TMPRSS4,5
TMPRSS5,5
TMSB15A,5
TNFRSF8,5
TNFSF4,5
TNIP1,5
TNIP2,5
TNP1,5
TOMM40,5
TOP1MT,5
TOP3B,5
TOR1B,5
TPI1,5
TPPP2,5
TPRX1,5
TRAF3IP2,5
TRAPPC2,5
TRBV6-8,5
TREML3P,5
TRIM14,5
TRIM29,5
TRIM39,5
TRIM49C,5
TRIM56,5
TRIM71,5
TRIM73,5
TRIT1,5
TRMT11,5
TRNT1,5
TRPV4,5
TRPV5,5
TSC22D2,5
TSEN2,5
TSFM,5
TSGA13,5
TSPAN1,5
TSPAN14,5
TSPAN16,5
TSPAN8,5
TSPYL1,5
TSPYL5,5
TSTD2,5
TTC38,5
TTC6,5
TTK,5
TTL,5
TUBAL3,5
TUBB8,5
TUBB8P7,5
TULP2,5
TVP23C,5
TXLNG,5
TXNDC15,5
TXNDC2,5
TYW3,5
UBA2,5
UBA5,5
UBAC2,5
UBAP1L,5
UBE2D3,5
UBE2H,5
UBQLN3,5
UBXN7,5
UCHL5,5
UGT3A2,5
UHMK1,5
ULBP1,5
ULK1,5
UNC119B,5
UNKL,5
UPP1,5
URI1,5
USE1,5
USP14,5
USP38,5
USP46,5
USP51,5
UTP18,5
UTS2B,5
VAPA,5
VARS2,5
VASH1,5
VASH2,5
VASP,5
VAT1L,5
VEZT,5
VGLL4,5
VN1R4,5
VPS16,5
VPS29,5
VPS72,5
VRK2,5
VRK3,5
VSTM2A,5
VWA5B1,5
VWA5B2,5
VWA9,5
VWC2L,5
WARS2,5
WASF1,5
WASL,5
WBP1,5
WDR16,5
WDR34,5
WDR36,5
WIPI1,5
WISP3,5
WNT16,5
WNT2,5
WRAP53,5
WRNIP1,5
WTIP,5
XAGE5,5
XCL1,5
XCR1,5
XKR7,5
XPR1,5
XRCC2,5
XRCC5,5
XRN2,5
YAP1,5
ZBTB18,5
ZBTB26,5
ZBTB48,5
ZBTB6,5
ZBTB7B,5
ZC2HC1C,5
ZC3H18,5
ZCCHC13,5
ZCCHC16,5
ZCCHC7,5
ZDHHC1,5
ZDHHC20,5
ZDHHC6,5
ZFAND1,5
ZFAND2A,5
ZFP36,5
ZFP41,5
ZFP62,5
ZFPL1,5
ZFX,5
ZIC1,5
ZKSCAN5,5
ZMYND12,5
ZMYND15,5
ZNF10,5
ZNF121,5
ZNF14,5
ZNF154,5
ZNF165,5
ZNF169,5
ZNF181,5
ZNF182,5
ZNF2,5
ZNF200,5
ZNF202,5
ZNF211,5
ZNF212,5
ZNF22,5
ZNF227,5
ZNF232,5
ZNF25,5
ZNF250,5
ZNF259,5
ZNF280A,5
ZNF284,5
ZNF286B,5
ZNF296,5
ZNF3,5
ZNF333,5
ZNF337,5
ZNF33B,5
ZNF343,5
ZNF385A,5
ZNF433,5
ZNF45,5
ZNF484,5
ZNF490,5
ZNF491,5
ZNF500,5
ZNF519,5
ZNF552,5
ZNF554,5
ZNF559-ZNF177,5
ZNF573,5
ZNF595,5
ZNF600,5
ZNF607,5
ZNF610,5
ZNF624,5
ZNF628,5
ZNF654,5
ZNF708,5
ZNF713,5
ZNF720,5
ZNF728,5
ZNF730,5
ZNF76,5
ZNF766,5
ZNF772,5
ZNF778,5
ZNF783,5
ZNF79,5
ZNF8,5
ZNF812,5
ZNF876P,5
ZNF92,5
ZSCAN22,5
ZSCAN23,5
ZSCAN5B,5
ZSCAN9,5
ZW10,5
ZWILCH,5
ZYX,5
A1BG,4
AAAS,4
AADAT,4
ABCD2,4
ABCG2,4
ABHD11,4
ABHD15,4
ABHD6,4
ABTB1,4
AC005013.1,4
AC005280.1,4
AC015849.16,4
AC093838.4,4
AC136604.1,4
ACAA2,4
ACAT1,4
ACAT2,4
ACBD5,4
ACKR3,4
ACOT1,4
ACOT8,4
ACP2,4
ACR,4
ACRV1,4
ACSL3,4
ACTL7A,4
ACTL7B,4
ACTL8,4
ACTR1B,4
ACTRT2,4
ACTRT3,4
ACVRL1,4
ADA,4
ADAD2,4
ADAL,4
ADAM22,4
ADAM28,4
ADAMTS10,4
ADAT2,4
ADCK1,4
ADCY6,4
ADH6,4
ADPRHL1,4
ADPRHL2,4
ADRA2B,4
ADRBK2,4
ADRM1,4
AFM,4
AGMAT,4
AGPAT3,4
AGPAT6,4
AGPAT9,4
AGTR1,4
AHR,4
AHSA1,4
AHSG,4
AIDA,4
AIFM2,4
AIPL1,4
AK3,4
AKNAD1,4
AKR1B1,4
AKR1C4,4
AKR1D1,4
AKR7L,4
AL450992.6,4
ALDH3A2,4
ALDH9A1,4
ALG12,4
ALG14,4
ALG3,4
ALG6,4
ALG9,4
ALOX5AP,4
AMD1,4
AMELX,4
AMIGO3,4
AMOTL2,4
ANKLE1,4
ANKRD18DP,4
ANKRD19P,4
ANKRD31,4
ANKRD32,4
ANKRD45,4
ANKRD52,4
ANKRD55,4
ANKRD7,4
ANP32A,4
ANP32D,4
ANTXR1,4
ANTXR2,4
ANXA7,4
AOC1,4
AP1M1,4
AP5M1,4
APBB1,4
APCDD1,4
APEH,4
APOBEC1,4
APOF,4
APOH,4
APOL2,4
APOL6,4
AQP10,4
ARFGAP1,4
ARFIP1,4
ARG1,4
ARG2,4
ARHGAP19,4
ARID3B,4
ARID3C,4
ARL1,4
ARL4A,4
ARMC7,4
ARMCX3,4
ARMCX6,4
ARNTL2,4
ARRDC5,4
ARSA,4
ARSI,4
AS3MT,4
ASB1,4
ASB13,4
ASB2,4
ASCC1,4
ASF1A,4
ASNA1,4
ASPA,4
ASPHD1,4
ASPN,4
ASPSCR1,4
ASS1,4
ATAD3A,4
ATAD3B,4
ATF6B,4
ATIC,4
ATOH1,4
ATP5B,4
ATP6AP2,4
ATP6V1E1,4
ATP6V1G2-DDX39B,4
ATP8B5P,4
ATRIP,4
AUNIP,4
AURKC,4
AVPI1,4
AZI2,4
AZIN1,4
B3GALT2,4
B3GALT5,4
B3GNT1,4
B4GALT4,4
BAG5,4
BAG6,4
BAHD1,4
BAIAP2L2,4
BAK1,4
BARD1,4
BAX,4
BBS1,4
BBS5,4
BCAP29,4
BCAS2,4
BCL10,4
BCL2L14,4
BCL6B,4
BCL7A,4
BCL7B,4
BDKRB1,4
BEX4,4
BGN,4
BIRC2,4
BIRC5,4
BLMH,4
BLOC1S4,4
BLOC1S6,4
BMI1,4
BMP1,4
BOLL,4
BPIFA2,4
BPIFB6,4
BRF2,4
BRICD5,4
BSCL2,4
BSND,4
BTBD16,4
BTBD17,4
BTBD9,4
BUB3,4
BVES,4
BZW1,4
C10orf11,4
C10orf54,4
C10orf76,4
C11orf40,4
C11orf58,4
C11orf86,4
C11orf88,4
C12orf4,4
C12orf66,4
C12orf74,4
C14orf159,4
C14orf177,4
C15orf27,4
C15orf41,4
C16orf54,4
C16orf87,4
C16orf89,4
C16orf93,4
C17orf74,4
C17orf97,4
C19orf10,4
C19orf26,4
C19orf33,4
C1QTNF7,4
C1R,4
C1orf141,4
C1orf162,4
C1orf192,4
C1orf63,4
C1orf86,4
C1orf87,4
C1orf94,4
C20orf112,4
C20orf96,4
C22orf23,4
C2CD2L,4
C2orf49,4
C2orf81,4
C3AR1,4
C3orf17,4
C3orf18,4
C3orf35,4
C4B-AS1,4
C4orf29,4
C4orf33,4
C5AR1,4
C5AR2,4
C7orf26,4
C7orf55,4
C7orf61,4
C8B,4
C9orf114,4
C9orf116,4
C9orf64,4
C9orf9,4
CA3,4
CA5A,4
CA6,4
CACNB3,4
CADM4,4
CALCOCO2,4
CALHM1,4
CALM1,4
CALM2,4
CALM3,4
CAMK1,4
CAMKK1,4
CAMKK2,4
CANX,4
CAPG,4
CAPN5,4
CAPN8,4
CAPS,4
CAPZB,4
CARD17,4
CARS2,4
CASKIN1,4
CASP3,4
CBLN2,4
CBLN4,4
CBX3,4
CCDC105,4
CCDC114,4
CCDC12,4
CCDC130,4
CCDC144B,4
CCDC151,4
CCDC167,4
CCDC17,4
CCDC183,4
CCDC24,4
CCDC25,4
CCDC3,4
CCDC37,4
CCDC94,4
CCDC96,4
CCER1,4
CCHCR1,4
CCKAR,4
CCL11,4
CCL13,4
CCM2L,4
CCNB2,4
CCNC,4
CCNYL1,4
CCT4,4
CCT6P1,4
CD160,4
CD2,4
CD27,4
CD276,4
CD2BP2,4
CD300E,4
CD302,4
CD48,4
CD52,4
CD55,4
CD63,4
CD79A,4
CD8B,4
CDA,4
CDC16,4
CDC20B,4
CDC23,4
CDC40,4
CDC42,4
CDC45,4
CDCA4,4
CDH3,4
CDHR5,4
CDK1,4
CDK20,4
CDK6,4
CDKL2,4
CDNF,4
CDO1,4
CDS1,4
CDV3,4
CEACAM1,4
CEACAM16,4
CEACAM4,4
CEACAM5,4
CEACAM6,4
CEND1,4
CENPBD1,4
CENPH,4
CENPK,4
CEP104,4
CEP55,4
CES1,4
CFI,4
CGA,4
CGB7,4
CHAF1B,4
CHCHD6,4
CHEK1,4
CHI3L2,4
CHPF,4
CHPT1,4
CHRM1,4
CHRNB1,4
CHST12,4
CHST3,4
CIAO1,4
CIB4,4
CITED2,4
CKAP4,4
CKLF,4
CKMT1B,4
CLASRP,4
CLC,4
CLCC1,4
CLDN1,4
CLDN6,4
CLEC2A,4
CLEC2D,4
CLEC4A,4
CLEC4C,4
CLEC4D,4
CLEC4E,4
CLEC4M,4
CLEC6A,4
CLIC2,4
CLN3,4
CLRN1,4
CLRN2,4
CLRN3,4
CLUAP1,4
CLVS1,4
CMTM7,4
CNNM3,4
CNPY1,4
CNPY3,4
CNTNAP3B,4
COMMD2,4
COMMD7,4
COPS2,4
COPS7B,4
COQ6,4
CORO2B,4
CORO6,4
COX7B2,4
CPA2,4
CPB1,4
CPB2,4
CPN1,4
CPNE7,4
CPSF3L,4
CPVL,4
CPXCR1,4
CRABP2,4
CRBN,4
CREB3L4,4
CREBL2,4
CREBZF,4
CRHR1,4
CRISPLD2,4
CROCCP2,4
CRX,4
CRYGD,4
CRYGS,4
CS,4
CSAG4,4
CSGALNACT1,4
CSN3,4
CSNK1E,4
CSNK2A3,4
CSPG5,4
CSRNP1,4
CSRNP2,4
CST2,4
CST4,4
CSTF2,4
CSTL1,4
CT83,4
CTD-2047H16.4,4
CTD-2324F15.2,4
CTPS1,4
CTSL,4
CTSZ,4
CTU2,4
CUX2,4
CWF19L1,4
CYB5A,4
CYB5R1,4
CYLC2,4
CYP11A1,4
CYP1B1,4
CYP27C1,4
CYP2D7P,4
CYP2U1,4
CYP2W1,4
CYP4F8,4
CYP8B1,4
CYTH1,4
CYYR1,4
DAG1,4
DAGLB,4
DCAF12,4
DCAF4L1,4
DCDC2,4
DCLK3,4
DCSTAMP,4
DCTN6,4
DCUN1D2,4
DCUN1D4,4
DDAH1,4
DDC,4
DDX25,4
DDX39A,4
DDX51,4
DDX56,4
DEFB112,4
DEFB129,4
DEGS2,4
DEPTOR,4
DERL1,4
DFFA,4
DGKA,4
DHDH,4
DHRS12,4
DHX34,4
DIO1,4
DKK2,4
DKK3,4
DLG4,4
DLK2,4
DLST,4
DLX6,4
DMP1,4
DMRT2,4
DNAI2,4
DNAJA1,4
DNAJB1,4
DNAJB2,4
DNAJB3,4
DNAJB9,4
DNAJC1,4
DNAJC17,4
DNAJC19,4
DNAJC5B,4
DNAJC8,4
DNASE2B,4
DNM1L,4
DOK3,4
DPH7,4
DPM1,4
DPP3,4
DPP9,4
DPPA3,4
DSCR3,4
DSCR4,4
DSG2,4
DTL,4
DTNA,4
DTWD1,4
DUS2,4
DUS3L,4
DUSP1,4
DUSP13,4
DUSP9,4
DUT,4
DYDC2,4
DYM,4
DYNC2LI1,4
E2F4,4
EAPP,4
EBAG9,4
EBF4,4
ECHDC2,4
ECI1,4
EDEM1,4
EDIL3,4
EDN3,4
EFCAB2,4
EFEMP2,4
EFNA1,4
EFNA5,4
EFNB1,4
EFNB2,4
EFNB3,4
EFTUD1,4
EGFL7,4
EGFL8,4
EGR1,4
EHD3,4
EIF2AK2,4
EIF4E2,4
EIF4H,4
ELAVL4,4
ELK3,4
EMC7,4
EMID1,4
EMILIN1,4
ENDOV,4
ENO3,4
ENTPD1,4
ENTPD2,4
ENTPD4,4
EP400NL,4
EPB42,4
EPHA10,4
EPN3,4
EPOR,4
ERAL1,4
ERAP1,4
ERGIC3,4
ERLEC1,4
ERLIN1,4
ESRRB,4
ETFB,4
EVA1C,4
EXOC8,4
EXOSC10,4
F9,4
FABP1,4
FABP12,4
FABP4,4
FABP6,4
FAF1,4
FAM105A,4
FAM107B,4
FAM110B,4
FAM114A1,4
FAM120B,4
FAM122A,4
FAM126A,4
FAM126B,4
FAM134B,4
FAM134C,4
FAM150B,4
FAM153C,4
FAM154B,4
FAM162B,4
FAM166B,4
FAM167B,4
FAM170B,4
FAM175B,4
FAM180A,4
FAM183B,4
FAM189B,4
FAM19A1,4
FAM19A2,4
FAM210A,4
FAM212B,4
FAM220A,4
FAM230B,4
FAM35A,4
FAM3C,4
FAM53C,4
FAM57B,4
FAM69B,4
FAM71C,4
FAM71D,4
FAM78A,4
FAM78B,4
FAM98C,4
FAM9A,4
FANCE,4
FANCF,4
FASTKD3,4
FATE1,4
FBXL20,4
FBXL4,4
FBXO22,4
FBXO27,4
FBXO3,4
FBXO38,4
FBXO40,4
FBXO45,4
FBXO46,4
FBXW11,4
FBXW12,4
FBXW4,4
FBXW9,4
FCGRT,4
FDFT1,4
FDXACB1,4
FEM1B,4
FERMT2,4
FETUB,4
FEZ2,4
FFAR4,4
FGB,4
FGF10,4
FGF13,4
FGF14,4
FGF9,4
FGFR1OP2,4
FGFR3,4
FGFRL1,4
FGR,4
FH,4
FHL3,4
FIBIN,4
FICD,4
FIG4,4
FIGNL1,4
FKBP10,4
FKBP2,4
FKBP4,4
FKBPL,4
FLCN,4
FLVCR1,4
FMOD,4
FNDC9,4
FOLH1B,4
FOLR4,4
FOSL2,4
FOXJ2,4
FOXN3,4
FOXO3,4
FPGS,4
FRA10AC1,4
FRG1B,4
FRG2B,4
FRZB,4
FSHB,4
FTH1P10,4
FUT3,4
FUZ,4
FXYD3,4
FZD1,4
GABRP,4
GABRR1,4
GAD1,4
GADL1,4
GAL3ST3,4
GALNS,4
GALNT16,4
GALNT3,4
GALT,4
GAN,4
GAREML,4
GAS2,4
GATA1,4
GATAD2A,4
GATM,4
GC,4
GCFC2,4
GDF10,4
GDI2,4
GET4,4
GFI1,4
GFRA1,4
GFRA2,4
GFRAL,4
GGCT,4
GGN,4
GGNBP2,4
GGT1,4
GGT7,4
GHRL,4
GHSR,4
GIMAP4,4
GIMAP6,4
GINS3,4
GIP,4
GIPC2,4
GJA3,4
GJA4,4
GJA9,4
GJC2,4
GJD2,4
GKAP1,4
GLIPR1,4
GLRA1,4
GLRX,4
GLT1D1,4
GLT8D2,4
GLUD1,4
GLYATL1,4
GMFB,4
GMIP,4
GMPS,4
GNAI3,4
GNAO1,4
GNAQ,4
GNAT2,4
GNB1L,4
GNB3,4
GNG2,4
GOLGA6B,4
GOLGA6L6,4
GOLPH3,4
GOLT1A,4
GOPC,4
GORASP2,4
GOT1L1,4
GPATCH2L,4
GPBP1L1,4
GPD1L,4
GPM6A,4
GPR119,4
GPR151,4
GPR160,4
GPR171,4
GPR19,4
GPR3,4
GPR32,4
GPR37,4
GPR37L1,4
GPR52,4
GPR55,4
GPRIN2,4
GPX5,4
GRB14,4
GRIK4,4
GRIN3B,4
GRINA,4
GRM2,4
GRN,4
GRPEL2,4
GRWD1,4
GRXCR2,4
GSK3B,4
GSN,4
GSR,4
GSTA5,4
GSTCD,4
GSTM4,4
GTF2E2,4
GTF2H1,4
GTF2H3,4
GTF2IRD1,4
GTF2IRD2,4
GTF3C3,4
GUCA1A,4
GUCD1,4
GUCY1B2,4
GXYLT2,4
GZMK,4
H2AFJ,4
H2AFY,4
H2AFY2,4
H2BFM,4
H3F3A,4
HABP4,4
HARS,4
HAUS3,4
HCAR1,4
HDAC2,4
HDDC2,4
HDGF,4
HDHD3,4
HECA,4
HEPACAM,4
HEXB,4
HHLA2,4
HIAT1,4
HIATL1,4
HIATL2,4
HIST1H1E,4
HIST1H1T,4
HIST1H2AG,4
HIST1H4H,4
HIST1H4L,4
HIST3H2BB,4
HLA-C,4
HLA-F,4
HLA-G,4
HMBOX1,4
HMBS,4
HMGN2,4
HMGXB4,4
HNRNPA1,4
HNRNPLL,4
HOXA13,4
HOXA2,4
HOXA6,4
HOXA7,4
HOXB4,4
HPCAL4,4
HPGD,4
HRASLS,4
HRASLS2,4
HRH1,4
HRH4,4
HS2ST1,4
HS6ST3,4
HSD17B2,4
HSF2BP,4
HSF5,4
HTATIP2,4
HTR1D,4
HTR1F,4
HYAL3,4
HYPK,4
IAPP,4
ICOS,4
IDH3A,4
IDH3G,4
IDSP1,4
IER5,4
IFIT3,4
IFITM10,4
IFITM3,4
IFNA13,4
IFNA16,4
IFNAR1,4
IFNAR2,4
IFNG,4
IFT74,4
IGFBP5,4
IGHA2,4
IGHV1OR21-1,4
IGHV2-70,4
IGHV3-30,4
IGHV3-7,4
IGHV4-28,4
IGHV4OR15-8,4
IGKV1D-42,4
IGKV3-7,4
IGSF5,4
IK,4
IKZF5,4
IL10RA,4
IL11,4
